trans_date_trans_time,merchant,category,amt,gender,city,state,zip,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud
2019-01-30 15:41:18,fraud_Reichel LLC,personal_care,5.22,M,Tryon,OK,74875,35.8759,-96.9623,1165,"Psychotherapist, child",1944-11-11,36.765762,-97.210527,0
2019-03-04 15:06:21,fraud_Eichmann-Russel,misc_pos,43.19,M,Alton,IA,51003,42.9782,-96.0173,1700,"Engineer, land",2001-12-19,42.312036,-95.447849,0
2020-01-05 15:50:11,fraud_Pollich LLC,home,26.42,F,Basye,VA,22810,38.8089,-78.7776,863,"Engineer, mining",1972-08-09,38.65103,-79.317389,0
2019-10-27 00:56:54,fraud_Auer-Mosciski,grocery_pos,75.53,M,Stillwater,OK,74074,36.1043,-97.0609,55345,Cabin crew,1948-05-01,35.996555,-96.089279,0
2020-02-03 15:18:42,fraud_Wilkinson LLC,personal_care,94.36,F,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,1974-12-24,38.967075,-89.21506099999999,0
2019-03-01 07:41:38,fraud_Friesen Inc,shopping_pos,146.35,M,Tyaskin,MD,21865,38.2833,-75.8465,470,Music tutor,1965-04-07,37.449746000000005,-74.967191,0
2019-01-10 03:07:17,fraud_Kiehn Inc,grocery_pos,74.24,F,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1991-10-13,41.275932,-76.172084,0
2019-09-01 23:47:29,fraud_Lemke-Gutmann,shopping_net,1002.17,M,Sacramento,CA,95827,38.5662,-121.3286,757530,Magazine features editor,1979-04-30,38.823098,-120.400279,1
2019-08-28 00:41:03,fraud_Bashirian Group,shopping_net,456.33,M,Huslia,AK,99746,65.6899,-156.292,277,"Engineer, civil (consulting)",1965-11-06,66.217463,-155.398677,0
2019-08-05 05:26:28,fraud_Kuphal-Bartoletti,misc_net,82.62,M,West Hartford,VT,5084,43.7185,-72.4439,140,"Development worker, community",1989-10-28,42.93271,-72.79490600000001,0
2019-03-13 18:35:33,fraud_Renner Ltd,home,100.07,F,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1991-06-05,44.786788,-75.637033,0
2019-04-20 06:01:44,fraud_Kuhn LLC,shopping_pos,772.91,F,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",1992-11-20,32.975408,-91.690619,1
2020-01-04 22:13:26,"fraud_Wuckert, Wintheiser and Friesen",home,26.71,F,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,36.491013,-105.132222,0
2019-04-20 07:45:27,fraud_Jast Ltd,shopping_net,114.18,M,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,1926-06-26,36.298567,-83.469663,0
2019-04-01 22:18:42,fraud_Dooley-Thompson,misc_net,773.4,M,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,33.010075,-98.457823,1
2019-12-15 01:32:57,fraud_Stamm-Rodriguez,misc_pos,5.14,F,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,40.891693,-81.340427,0
2020-05-08 16:45:35,fraud_Ruecker-Mayert,kids_pets,5.23,F,Cromona,KY,41810,37.1788,-82.695,502,Chief Financial Officer,1960-02-01,36.508092,-81.935125,0
2019-08-10 23:23:14,fraud_Macejkovic-Lesch,shopping_pos,1133.39,M,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,46.716521,-116.414628,1
2020-06-03 23:28:50,"fraud_Kerluke, Considine and Macejkovic",misc_net,861.75,M,Fairview,NJ,7022,40.817,-74.0,13835,"Programmer, multimedia",1967-05-28,40.661386,-73.816473,1
2020-05-11 15:18:12,"fraud_Gutmann, McLaughlin and Wiza",home,44.82,F,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,1965-04-27,46.454198,-90.06553199999999,0
2019-10-18 03:16:48,fraud_Koss and Sons,gas_transport,7.04,M,Armonk,NY,10504,41.136,-73.7009,7987,Television/film/video producer,1964-03-16,40.462262,-73.705567,1
2019-04-04 22:45:54,fraud_Miller-Harris,misc_net,816.43,F,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,1965-04-27,45.521119,-91.147222,1
2020-02-15 07:06:17,fraud_Kassulke PLC,shopping_net,2.95,M,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,1964-03-15,41.355518,-82.317027,0
2019-10-07 09:48:04,"fraud_Langworth, Boehm and Gulgowski",shopping_net,13.82,F,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,1954-05-25,41.709657,-79.798663,0
2019-10-20 16:20:56,fraud_Waters-Cruickshank,health_fitness,64.36,F,Early,IA,50535,42.4483,-95.1726,885,"Pilot, airline",1949-08-14,42.612411,-94.775878,0
2019-09-07 20:10:13,"fraud_Hermiston, Pacocha and Smith",health_fitness,17.49,F,Notrees,TX,79759,31.8599,-102.7413,23,Cytogeneticist,1969-09-15,31.891797,-102.397594,0
2019-09-06 14:47:46,fraud_Jast Ltd,shopping_net,183.91,F,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,33.123727,-97.708328,0
2020-03-08 01:17:53,fraud_Lemke-Gutmann,shopping_net,976.26,F,Clifton,SC,29324,34.9906,-81.8327,167,Museum/gallery conservator,1988-11-01,35.874167,-81.228072,1
2020-04-22 12:35:24,fraud_Kuhic LLC,shopping_net,10.16,F,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,1979-04-12,45.698621,-86.00841,0
2019-09-28 19:36:59,fraud_Jast and Sons,food_dining,30.33,M,Turner,MT,59542,48.8328,-108.3961,192,Further education lecturer,1964-01-04,48.785427,-108.348329,0
2020-05-13 12:19:24,fraud_Kautzer and Sons,personal_care,9.69,F,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,1965-09-15,41.403096000000005,-82.526399,0
2020-05-05 18:52:28,fraud_Kris-Padberg,shopping_pos,849.88,F,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,1999-09-01,39.971384,-73.50256800000001,1
2019-10-26 22:31:10,fraud_Mohr Inc,shopping_pos,128.72,F,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,41.105296,-87.680852,0
2019-06-11 00:39:34,fraud_Herman Inc,misc_pos,797.69,F,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,1990-01-24,30.697543,-83.881373,1
2019-10-17 21:07:53,fraud_Reilly LLC,home,39.33,F,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,35.143369,-91.624782,0
2019-12-09 23:09:43,"fraud_Kerluke, Considine and Macejkovic",misc_net,1079.3,F,Bethel Springs,TN,38315,35.2289,-88.64399999999999,3876,Senior tax professional/tax inspector,1960-11-19,35.721963,-87.743004,1
2019-08-11 05:18:11,fraud_Schmitt Inc,gas_transport,70.71,F,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,1966-02-14,38.660524,-77.030551,0
2019-11-07 14:21:58,"fraud_Graham, Hegmann and Hammes",food_dining,55.8,F,Creedmoor,NC,27522,36.1124,-78.6476,12335,Chief Strategy Officer,1987-09-19,37.062987,-79.09675,0
2019-11-06 15:12:57,fraud_Jast-McDermott,shopping_pos,143.91,M,Oaks,PA,19456,40.1334,-75.4536,737,Oceanographer,1987-04-24,39.42766,-76.336095,0
2019-08-31 04:32:25,"fraud_Schumm, Bauch and Ondricka",grocery_pos,110.52,F,Bailey,NC,27807,35.8072,-78.0892,6629,Call centre manager,1962-08-13,34.865438,-77.568009,0
2020-06-01 17:14:07,fraud_Monahan-Morar,personal_care,59.35,M,Oriskany Falls,NY,13425,42.9576,-75.4838,1970,"Programmer, multimedia",1949-06-09,42.565909000000005,-74.497897,0
2019-12-05 14:32:51,fraud_Leffler-Goldner,personal_care,77.86,M,Saxon,WI,54559,46.4959,-90.4383,795,Television/film/video producer,1986-04-15,46.165474,-90.830503,0
2019-06-21 13:40:08,fraud_Kutch-Wilderman,home,70.57,M,Oriskany Falls,NY,13425,42.9576,-75.4838,1970,"Programmer, multimedia",1949-06-09,43.776671,-74.553489,0
2020-03-20 22:28:30,fraud_Wisozk and Sons,misc_pos,6.13,F,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,1972-06-12,45.62853,-87.561839,0
2020-02-12 19:21:14,fraud_Terry Ltd,home,7.14,M,Paulding,OH,45879,41.141000000000005,-84.5722,6284,Secondary school teacher,1936-03-27,40.494266,-84.82615899999999,0
2019-11-02 22:34:51,fraud_Langworth LLC,personal_care,4.14,F,Armagh,PA,15920,40.4603,-79.0097,922,Early years teacher,1972-10-04,41.193989,-79.962593,0
2019-09-05 22:31:59,fraud_Block Group,misc_pos,8.27,M,Chester,MD,21619,38.9583,-76.2842,5848,Paediatric nurse,1981-02-15,38.164342,-76.71561700000001,1
2019-07-14 01:03:03,fraud_Herman Inc,misc_pos,97.47,F,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,35.218826,-81.668481,0
2019-06-26 01:31:48,"fraud_Osinski, Ledner and Leuschke",grocery_pos,153.22,M,Brashear,MO,63533,40.1959,-92.4333,805,Private music teacher,1970-06-27,40.310546,-92.531703,0
2019-05-25 20:49:24,fraud_Treutel-King,travel,7.71,F,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,38.758918,-95.850114,0
2019-02-01 18:58:48,fraud_Kertzmann LLC,health_fitness,19.69,F,Bigelow,MN,56117,43.5336,-95.6515,399,Economist,1977-04-28,43.875106,-96.628658,1
2020-05-18 01:03:10,"fraud_Connelly, Reichert and Fritsch",gas_transport,96.34,M,Cuyahoga Falls,OH,44223,41.1464,-81.5107,47772,Equities trader,1966-01-04,41.069154,-81.748457,0
2020-03-24 08:18:19,fraud_Mraz-Herzog,gas_transport,57.65,F,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,1972-02-15,40.974188,-76.00624599999999,0
2019-01-28 00:07:20,fraud_DuBuque LLC,grocery_pos,296.87,M,Parker Dam,CA,92267,34.298,-114.156,126,Marketing executive,1992-10-07,33.352471,-113.515467,1
2019-05-05 09:53:14,"fraud_Towne, Greenholt and Koepp",shopping_net,1.09,M,Nelson,NE,68961,40.201,-98.0684,732,Television/film/video producer,1956-12-13,39.784526,-98.840019,0
2020-02-28 01:09:48,fraud_Padberg-Welch,grocery_pos,334.1,F,Moscow,IA,52760,41.5646,-91.0859,533,Chief Technology Officer,1990-01-13,41.148746,-91.725063,1
2019-11-02 16:08:26,fraud_Wilkinson PLC,kids_pets,80.9,F,Paradise Valley,AZ,85253,33.5494,-111.9565,17047,Building surveyor,1935-01-29,33.317893,-112.069818,0
2020-05-05 23:49:02,fraud_Cormier LLC,shopping_net,1122.4,M,East China,MI,48054,42.7769,-82.5437,7339,"Copywriter, advertising",1962-01-24,42.227291,-82.93794,1
2020-04-12 00:55:14,fraud_Dooley-Thompson,misc_net,7.05,F,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",1949-10-04,32.352723,-94.48578,0
2019-02-04 07:02:01,fraud_Bogisich-Homenick,misc_net,1.08,F,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,1972-10-18,38.088722,-122.489607,0
2020-03-09 01:30:04,fraud_Barton Inc,grocery_pos,294.91,F,Winnsboro,SC,29180,34.381,-81.109,14267,Solicitor,1963-03-08,34.400025,-80.500792,1
2019-05-24 11:35:10,fraud_Kilback Group,food_dining,8.94,F,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,1933-03-15,39.339267,-76.445081,0
2019-08-04 22:42:19,fraud_Gibson-Deckow,entertainment,473.95,M,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,1994-02-16,43.081524,-76.884362,1
2019-03-15 14:44:42,fraud_Kovacek Ltd,travel,7.98,F,Rosewood,OH,43070,40.2158,-83.9579,133,Professor Emeritus,1954-01-29,40.960316,-84.14496199999999,0
2019-06-22 09:29:58,"fraud_Kihn, Abernathy and Douglas",shopping_net,1.07,F,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,1963-12-29,41.409085,-69.870799,0
2019-10-17 05:34:44,fraud_Padberg-Welch,grocery_pos,291.48,F,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,1964-02-15,40.302905,-76.229069,1
2019-07-05 14:06:34,fraud_Jast Ltd,shopping_net,166.34,M,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,2005-01-29,40.3382,-82.876549,0
2019-08-04 14:54:42,fraud_Berge-Ullrich,home,28.66,F,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",1966-05-29,32.991865999999995,-90.127834,0
2019-10-24 02:03:42,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,163.55,F,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,1933-03-15,39.506945,-76.28365500000001,0
2020-06-07 19:47:55,fraud_Lynch Ltd,shopping_pos,161.71,F,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,41.220794,-79.83531500000001,0
2019-01-21 20:46:17,"fraud_McLaughlin, Armstrong and Koepp",travel,8.06,M,Varnell,GA,30756,34.9298,-84.9885,74,Pensions consultant,1944-05-14,34.510207,-84.440436,0
2019-07-02 19:36:51,fraud_Crooks and Sons,personal_care,24.77,M,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,44.32018,-116.062104,0
2019-03-15 15:28:23,fraud_Kautzer and Sons,personal_care,17.17,F,Los Angeles,CA,90014,34.0443,-118.2509,2383912,"Journalist, newspaper",1959-05-30,34.648848,-117.285727,0
2020-06-08 17:16:03,"fraud_Douglas, Schneider and Turner",shopping_pos,1.25,F,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,1984-03-06,35.816984000000005,-80.358482,0
2019-03-15 12:32:13,fraud_Hammes-Beatty,kids_pets,68.6,M,Timberville,VA,22853,38.6476,-78.7717,4367,Waste management officer,1962-04-12,37.74487,-78.694692,0
2019-05-04 00:15:18,fraud_Smith-Stokes,misc_pos,3.21,M,Greenview,CA,96037,41.5403,-122.9366,308,Call centre manager,1958-09-20,41.423541,-122.320848,0
2019-07-13 13:49:25,fraud_Ernser-Feest,home,118.64,M,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,39.545416,-79.311275,0
2019-09-11 22:13:56,"fraud_Welch, Rath and Koepp",entertainment,49.17,F,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",1992-11-27,40.100493,-93.639373,0
2019-08-06 09:12:23,fraud_Herzog Ltd,misc_pos,1.0,M,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",1945-12-07,34.690021,-77.86085600000001,0
2019-01-06 07:31:24,fraud_Jast Ltd,shopping_net,108.4,M,Dumont,CO,80436,39.7532,-105.6356,565,Mental health nurse,1978-08-27,40.726822,-105.123779,0
2019-05-18 01:39:21,fraud_McCullough Group,grocery_net,44.3,M,Easton,KS,66020,39.3391,-95.0999,1442,Air broker,1982-05-20,39.95337,-95.907824,0
2020-05-05 22:06:19,"fraud_Herman, Treutel and Dickens",misc_net,791.02,F,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,1999-09-01,39.884229,-73.025419,1
2019-03-09 20:24:29,fraud_Dibbert-Green,entertainment,186.13,M,Camden,MO,64017,39.2048,-94.0259,464,Colour technologist,1959-05-28,38.602151,-94.237237,0
2019-05-19 01:18:39,"fraud_Reichert, Rowe and Mraz",shopping_net,101.07,M,Oak Hill,NY,12460,42.4069,-74.1528,277,Glass blower/designer,1971-12-12,42.205108,-75.072101,0
2019-07-10 20:21:25,fraud_Bahringer Group,health_fitness,46.94,F,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,38.112782,-94.069815,0
2019-01-09 23:10:07,fraud_Pfeffer and Sons,shopping_pos,945.56,F,Naples,FL,34120,26.3304,-81.5871,276002,Medical technical officer,1950-12-14,26.393314,-81.335932,1
2019-12-30 14:27:01,fraud_Johns Inc,entertainment,36.02,F,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,40.027147,-84.519143,0
2019-07-24 10:38:02,"fraud_Schaefer, Maggio and Daugherty",gas_transport,56.34,M,Montgomery,AL,36111,32.3374,-86.2715,214703,"Chemist, analytical",1994-10-07,31.759543,-85.83061500000001,0
2019-10-13 04:45:02,fraud_Herman Inc,misc_pos,76.86,F,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,31.862681,-89.52676,0
2020-04-24 22:50:33,fraud_O'Hara-Wilderman,food_dining,120.04,F,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,41.813014,-79.928232,0
2020-05-02 12:59:07,fraud_Jast Ltd,shopping_net,2.14,F,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,41.974048,-83.208526,0
2019-05-19 22:04:16,"fraud_Reichel, Bradtke and Blanda",travel,4.33,F,Fenelton,PA,16034,40.8555,-79.7372,2054,Operations geologist,1963-08-04,41.138366,-78.801783,0
2019-12-22 03:51:11,"fraud_Reichert, Rowe and Mraz",shopping_net,8.54,M,Huntsville,AL,35803,34.6205,-86.551,190178,"Engineer, automotive",1959-06-06,34.805024,-86.110617,0
2019-11-02 00:45:24,"fraud_Christiansen, Goyette and Schamberger",gas_transport,9.84,M,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Lawyer,1970-03-16,40.641456,-80.701132,1
2019-10-27 15:44:01,"fraud_Conroy, Balistreri and Gorczany",health_fitness,72.65,M,Atlantic,VA,23303,37.9073,-75.5089,741,"Geologist, engineering",1986-08-17,37.795919,-75.699238,0
2020-01-13 03:19:15,"fraud_Mosciski, Gislason and Mertz",grocery_pos,321.79,M,Kittery Point,ME,3905,43.0976,-70.7121,1780,Broadcast engineer,1983-01-21,43.546228,-70.05833,1
2019-12-08 22:21:38,"fraud_Towne, Greenholt and Koepp",shopping_net,431.09,F,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",1998-10-01,40.494191,-76.160081,0
2020-03-17 03:36:23,fraud_Corwin-Collins,gas_transport,100.9,F,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,1974-11-20,42.576604,-90.160099,0
2020-03-23 14:22:14,fraud_Schuppe-Schuppe,food_dining,64.74,M,Smithfield,IL,61477,40.4855,-90.2856,631,Futures trader,1973-02-14,41.174939,-89.839298,0
2020-06-08 04:51:14,fraud_Marks Inc,gas_transport,46.07,F,Cowlesville,NY,14037,42.8112,-78.4481,1166,Colour technologist,1983-06-12,43.284814,-77.965508,0
2019-03-01 17:52:19,"fraud_Schroeder, Hauck and Treutel",entertainment,2.57,M,Crownpoint,NM,87313,35.7206,-108.0271,5662,IT consultant,1989-04-08,35.317347,-107.389363,0
2019-06-10 22:47:18,fraud_Durgan-Auer,misc_net,750.14,F,Dexter,KS,67038,37.1641,-96.6917,602,"Buyer, industrial",1958-10-26,36.589668,-97.432638,1
2019-02-20 21:12:22,"fraud_Hills, Hegmann and Schaefer",health_fitness,37.09,M,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,1959-03-31,37.954528,-123.035991,0
2019-12-03 13:37:06,fraud_Pagac LLC,shopping_pos,63.5,F,Joliet,IL,60432,41.5378,-88.0572,128354,"Teacher, secondary school",1992-01-20,42.440698,-88.646169,0
2019-09-17 22:11:20,fraud_Mayert Group,shopping_pos,3.66,F,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,40.77553,-80.633713,0
2020-01-18 23:21:18,fraud_Fisher-Schowalter,shopping_net,1039.11,M,Apison,TN,37302,35.0149,-85.0164,3730,Occupational therapist,1991-01-28,35.175568,-84.886987,1
2019-08-18 19:58:35,fraud_Dickinson-Rempel,misc_pos,2.91,F,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,1999-11-30,33.256259,-111.933681,0
2019-06-23 18:30:47,fraud_Abbott-Rogahn,entertainment,61.43,M,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,1968-07-01,42.331633,-75.111007,0
2020-02-14 04:00:01,"fraud_Mosciski, Gislason and Mertz",grocery_pos,71.07,M,Cleveland,AL,35049,33.9778,-86.5598,3996,Aid worker,1977-06-14,34.632349,-86.245237,0
2019-08-10 11:53:48,fraud_Buckridge PLC,misc_pos,6.8,F,Port Saint Lucie,FL,34953,27.2625,-80.3793,181438,Primary school teacher,1934-03-19,28.128449,-80.046672,0
2019-07-13 09:07:20,fraud_Heidenreich PLC,grocery_pos,55.67,M,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,1973-06-09,38.872069,-77.345771,0
2019-05-22 06:20:17,fraud_Donnelly PLC,misc_net,113.81,F,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,1973-04-06,42.420151,-73.150289,0
2020-03-09 14:02:41,fraud_Rau-Grant,kids_pets,48.6,M,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,1976-02-26,43.321053000000006,-109.308722,0
2019-02-25 15:32:38,fraud_Streich Ltd,home,34.46,F,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,1971-04-25,34.887086,-118.778821,0
2019-10-03 02:39:48,"fraud_Huel, Hammes and Witting",grocery_pos,101.49,M,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,36.014963,-82.546446,0
2019-11-06 19:45:29,fraud_Reilly and Sons,health_fitness,50.45,M,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",1986-12-13,41.028633,-85.04615,0
2019-08-29 07:40:49,fraud_Bogisich Inc,grocery_pos,43.75,M,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,1996-04-10,38.782611,-85.820195,0
2019-12-02 02:43:26,fraud_Bogisich Inc,grocery_pos,121.35,M,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",1963-04-04,45.132254,-122.197059,0
2019-02-25 11:07:54,fraud_Beier-Hyatt,shopping_pos,7.38,M,Wittenberg,WI,54499,44.8232,-89.1665,3223,Senior tax professional/tax inspector,1954-06-30,45.625662,-89.586813,0
2020-02-03 23:15:21,fraud_Reichel Inc,entertainment,4.55,F,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,35.724286,-92.352044,0
2019-12-01 09:31:59,"fraud_Lockman, West and Runte",grocery_pos,58.1,M,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",1993-05-14,35.254776,-78.096743,0
2020-02-15 15:33:08,fraud_Marvin-Lind,personal_care,60.49,F,Bigelow,MN,56117,43.5336,-95.6515,399,Economist,1977-04-28,42.971429,-95.460031,0
2020-03-21 08:49:06,"fraud_Zieme, Bode and Dooley",gas_transport,47.84,F,Center Point,WV,26339,39.4125,-80.6352,255,Chief Executive Officer,1971-12-10,38.457567,-80.036895,0
2019-03-21 23:52:13,"fraud_Ledner, Hartmann and Feest",health_fitness,1.59,M,Kirk,CO,80824,39.6171,-102.4776,207,Network engineer,1955-12-04,38.637426,-102.512855,0
2019-08-27 20:37:39,"fraud_Willms, Kris and Bergnaum",shopping_pos,373.39,F,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971-11-02,33.361957000000004,-86.254138,0
2019-09-28 22:53:50,"fraud_Haley, Jewess and Bechtelar",shopping_pos,891.35,F,Albany,NY,12207,42.656000000000006,-73.7508,151022,Sales executive,1957-12-17,42.054394,-74.721008,1
2019-02-25 05:16:46,fraud_Rutherford-Mertz,grocery_pos,169.01,F,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,35.721149,-82.093459,0
2020-02-16 03:33:39,fraud_Ledner-Pfannerstill,gas_transport,65.59,F,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1954-07-14,40.428249,-93.698231,0
2020-01-26 21:16:04,fraud_Lynch Ltd,shopping_pos,18.81,F,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,32.403753,-98.12935,0
2019-01-06 04:38:56,fraud_Stracke-Lemke,grocery_pos,61.24,F,Paradise Valley,AZ,85253,33.5494,-111.9565,17047,Building surveyor,1935-01-29,33.810136,-111.851495,0
2020-03-31 12:38:54,fraud_Yost-Rogahn,personal_care,3.36,F,Enola,AR,72047,35.2087,-92.2123,969,"Physicist, medical",1954-01-05,35.734291,-92.58722,0
2019-06-09 10:44:08,fraud_Zemlak Group,misc_net,7.95,M,Vinton,CA,96135,40.0235,-120.7986,128,Education administrator,1966-02-21,39.36007,-120.410856,0
2019-06-20 13:18:32,fraud_Dooley Inc,shopping_pos,164.16,F,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,27.231893,-82.422228,0
2019-05-13 00:13:39,fraud_Pacocha-O'Reilly,grocery_pos,276.33,M,Pueblo,CO,81005,38.2352,-104.66,151815,Further education lecturer,1988-01-04,38.428237,-104.291257,1
2019-04-14 01:14:25,fraud_Koepp-Witting,grocery_pos,97.67,M,Garfield,KS,67529,38.0649,-99.2374,365,Equality and diversity officer,1991-02-03,37.838763,-99.777593,0
2020-05-26 03:39:40,fraud_Huel-Langworth,misc_net,45.82,F,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,1960-08-05,41.177353,-81.702629,0
2019-06-23 13:50:39,fraud_Hoppe-Parisian,kids_pets,24.95,F,Tomahawk,WI,54487,45.4963,-89.7273,9594,Seismic interpreter,1997-11-23,45.767279,-89.27810699999999,0
2019-12-20 22:27:20,fraud_Rippin-VonRueden,health_fitness,73.76,M,Dumont,CO,80436,39.7532,-105.6356,565,Mental health nurse,1978-08-27,39.95721,-105.643043,0
2020-04-21 04:05:14,"fraud_Stroman, Hudson and Erdman",gas_transport,55.54,M,West Eaton,NY,13484,42.8546,-75.6605,176,Science writer,1963-12-28,42.703466,-75.833332,0
2020-05-26 00:40:35,fraud_Bailey-Morar,grocery_pos,363.85,M,Huslia,AK,99746,65.6899,-156.292,277,"Engineer, civil (consulting)",1965-11-06,65.69230999999999,-157.280348,1
2019-05-04 04:11:38,fraud_Pagac LLC,shopping_pos,1.34,M,Amorita,OK,73719,36.9412,-98.2458,83,Barrister's clerk,1958-07-28,36.403928,-97.980789,0
2019-07-16 20:41:19,fraud_Terry Ltd,home,139.07,M,Detroit,MI,48221,42.426,-83.15,673342,Retail manager,1967-06-19,41.570445,-83.388035,0
2019-07-03 23:43:08,"fraud_Roob, Conn and Tremblay",shopping_pos,915.54,M,East Troy,WI,53120,42.8035,-88.4092,9679,"Engineer, production",1991-04-11,42.998309000000006,-87.902204,1
2020-03-26 01:28:44,fraud_Hermann-Gaylord,misc_pos,12.77,F,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,1972-10-18,39.646516,-122.622238,0
2019-03-31 22:03:08,fraud_Gerlach Inc,shopping_net,1080.47,F,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,30.293152000000003,-84.312386,1
2019-07-23 16:30:56,fraud_Klein Group,entertainment,40.14,F,Central,IN,47110,38.097,-86.1723,350,Counsellor,1955-01-05,37.760264,-86.08341800000001,0
2020-02-17 13:13:27,fraud_Roob-Okuneva,health_fitness,86.38,F,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,36.789955,-91.181595,0
2019-02-11 20:06:07,fraud_O'Connell-Ullrich,home,18.9,M,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,43.321718,-86.693412,0
